Num,default,Total_assets,Total_income,PAT_as_%_of_total_income,PBDITA_as_%_of_total_income,PBT_as_%_of_total_income,Cash_profit_as_%_of_total_income,Current_ratio,Debt_to_equity_ratio
2377,0,1409.9,3144.8,0.588272704,3.001780717,0.934876622,1.920630883,1.19,1.06
2378,0,1207.9,720.7,0.305258776,10.39267379,1.41529069,4.48175385,0.67,1.07
2379,0,525.3,501.9,5.55887627,11.55608687,6.017134887,7.929866507,1.21,1.27
2380,0,1866,732.4,0.204806117,24.74057892,1.392681595,8.49262698,0.92,4.66
2381,0,503.9,424.7,4.261831881,9.112314575,6.498704968,5.745231928,1.64,0.02
2382,0,580.6,902.4,2.249556738,6.62677305,3.468528369,4.443705674,1.44,1.93
2383,0,504.1,778.1,6.515871996,17.46562139,9.831641177,11.20678576,1.22,1.2
2384,0,936.5,2015.7,1.453589324,8.91005606,2.619437416,5.283524334,0.86,1.23
2385,0,880.6,1020.3,2.744290895,9.53641086,5.390571401,4.292855043,1.23,1.1
2386,0,531.7,528.9,3.535640008,9.6237474,4.915863112,6.82548686,1.24,0.18
2387,0,247.6,369.6,4.707792208,8.279220779,5.33008658,6.655844156,2.33,0.55
2388,0,840.6,936.6,6.256673073,14.6166987,7.516549221,9.673286355,1.05,1.27
2389,0,421.4,1025.7,6.220142342,8.326021254,6.873354782,6.941600858,1.63,0.77
2390,0,687.7,547.9,11.51670013,19.27359007,17.83172112,12.84906005,0.75,0.34
2391,0,824.2,1118.4,3.308297568,10.32725322,5.060801144,4.694206009,1.22,1.23
2392,0,94.9,49.7,12.47484909,14.48692153,14.08450704,13.07847082,2.55,0
2393,0,1942.5,1409.5,0.716566158,10.68463994,0.75203973,5.015963107,1.33,4.37
2394,0,929.2,1749.9,4.588833648,9.017658152,5.977484428,4.725984342,0.95,1.24
2395,0,838.8,611.7,6.37567435,14.54961582,7.062285434,8.255680889,2.11,4.48
2396,0,550.9,282.6,0.176928521,13.80042463,2.123142251,9.907997169,2.18,0.4
2397,0,274.7,329.9,11.36708093,17.58108518,15.85328888,13.36768718,1.89,0
2398,0,589.8,599.3,11.98064408,24.37844152,18.47155014,15.81845486,1.41,0.85
2399,0,979.9,1209,10.28122415,15.45078577,11.00082713,12.79569892,2.09,1.08
2400,0,546.2,430.3,17.96421102,31.25726238,27.32976993,21.07831745,0.62,0.02
2647,0,1149,1556.8,10.11690647,23.00327595,15.53821942,15.99094296,1.12,0.46
2648,0,1080.5,3089.7,3.857979739,7.411722821,5.201152215,6.499012849,0.34,0.38
2649,0,937,515.4,-0.368645712,0.795498642,-0.252231277,0.717889018,1.62,0.83
2650,0,1693.9,3303.8,2.070343241,5.275743084,2.987468975,3.123675767,1.03,1.44
2651,0,1375.4,1244,4.260450161,14.68649518,7.09807074,7.363344051,1.37,1.02
2652,0,1400.4,1009.6,5.160459588,17.63074485,8.032884311,11.40055468,1.03,1.69
2653,0,636.5,755.5,12.33620119,17.86896095,12.38914626,15.63203177,1.25,0.43
2654,0,770.3,1121.3,-2.3276554,0.329974137,-2.737893516,-1.872826184,3.29,0.45
2655,0,1366.3,1630.7,4.225179371,12.35052431,6.641319679,7.855522168,0.89,1.22
2656,0,2275.971,1135.8,-4.539179433,5.220989611,-4.539179433,-3.517872865,0.82,1.96
2657,0,1430.9,454.2,-11.35094672,-4.716204315,-11.35094672,-7.749889916,0.27,4.44
2658,0,1498.3,3171.7,4.9121922,11.18642999,7.626793202,7.849008418,1.57,1.24
2659,0,885.1,1083.8,1.30097804,8.608599373,2.38051301,5.065510242,0.94,0.87
2660,0,1112.8,860.8,5.030204461,18.48280669,6.772769517,13.58039033,1.15,0.97
2661,0,994.2,563.5,4.489795918,30.00887311,11.90771961,26.42413487,0.58,0.5
2662,0,2127.3,3284.3,2.170934446,10.90384557,5.68766556,7.076089273,1.64,4.26
2663,0,1272.7,1030.9,7.11999224,18.08128819,10.41808129,12.28053157,1.31,1.49
2664,0,787.2,898.5,2.493043962,6.633277685,3.939899833,5.264329438,2.53,0.08
2665,0,529.2,12.3,-6.504065041,10.56910569,-6.504065041,5.691056911,1.98,0.01
2666,0,908.6,1119.2,8.398856326,22.67691208,13.45604003,11.82987848,1.64,0.42
2667,0,2077,1362.8,2.487525682,18.1758145,2.795714705,9.729967714,0.97,4.7
2668,0,1540.3,1688.7,10.75472257,19.34624267,12.77906082,14.74193166,2.04,1.97
2669,0,622.7,921.4,17.61449967,23.89841545,19.98046451,20.04558281,1.14,0.78
2670,0,560.2,1322.8,13.72958875,19.67795585,14.70365891,17.68974902,1.86,0.56
2671,0,1063,832.1,2.367503906,8.087970196,3.521211393,5.49212835,0.8,1.79
2672,0,437.7,1419.2,1.803833145,3.882468997,2.825535513,2.374577227,1.33,0.14
2673,0,467.2,365.2,25.41073384,39.48521358,39.40306681,24.97261774,3.32,0
2674,0,2275.971,3120.6,1.688777799,11.47583798,4.684996475,7.977536371,0.97,0.92
2675,0,1653.5,3449.826,2.765356861,10.38066847,4.269780563,7.216219021,0.76,1.24
2676,0,873.4,1637,2.700061087,4.685400122,0.476481368,2.327428222,1.13,0.45
2677,0,938.5,627,6.650717703,14.88038278,9.968102073,10.68580542,1.53,0.4
2678,0,1515.8,2969.5,-1.525509345,-0.373800303,-1.461525509,-1.320087557,1.37,0.29
2679,0,805.7,1132.1,1.139475311,5.653210847,1.598798693,3.303595089,1.35,0.49
2680,0,753.3,132.9,-5.568096313,9.104589917,-4.138449962,4.514672686,0.74,0.91
2681,0,1070.8,970.9,4.923267072,8.116180863,1.750952724,4.408280976,2.47,0.94
2682,0,1400.6,1069,4.714686623,16.59494855,5.724976614,12.60056127,0.94,0.99
2683,0,548.9,318.9,14.76952023,23.86328003,14.70680464,19.56726246,2.1,0.44
2684,0,1322.6,2413,7.526523,13.4811438,10.02482387,10.30667219,0.88,0
2685,0,1986.8,2256.6,3.133031995,9.970752459,5.131613932,5.291145972,1.12,0.97
2686,0,2275.971,1362.1,4.074590706,20.70332575,5.330005139,13.48652816,1.21,2.72
2687,0,1702.1,2042.6,6.036424165,17.53231176,8.082835602,12.18775091,1.29,2.47
2688,0,2275.971,3265.7,5.561288545,10.96594911,7.407263374,7.623082341,1.25,2.65
2689,0,834.5,1712.1,0.146019508,3.136499036,0.52567023,1.156474505,1.71,0.07
2690,0,1893.4,3449.826,2.072568298,5.751014689,3.174073127,3.278426216,1.07,1.52
2691,0,1165.9,1311.7,4.894411832,12.60196691,6.342913776,8.020126553,1.1,0.8
2692,0,2100.5,3433.6,2.900745573,8.661463187,4.030754893,5.851001864,1.23,1.41
2757,0,653.3,168.3,8.912655971,23.8265003,20.49910873,9.982174688,3.13,0
2758,0,1089.7,1445.4,3.881278539,9.914210599,5.97066556,6.01217656,2.06,0.21
2759,0,711.7,816.9,5.728975395,9.976741339,8.948463704,6.76949443,5.29,0
2760,0,1223.2,3449.826,5.243742728,6.942379123,5.907544323,5.866962566,1.36,1.09
2761,0,1749.8,2020.1,2.841443493,8.01940498,4.14335924,5.336369487,0.25,1.25
2762,0,1472.4,1397.1,11.08725217,22.48944242,17.19991411,14.89513993,1.12,0.88
2763,0,1516.1,2075.3,2.761046596,6.278610321,4.510191298,2.939334072,1.5,1.39
2764,0,905.5,1865.8,4.26090685,8.001929467,6.629863865,5.231000107,2.06,0.19
2765,0,2275.971,2548.9,1.549688101,12.13072306,2.601122053,8.678253364,1.01,1.39
2766,0,1176.8,1606.7,6.311072384,13.89805191,10.01431506,8.850438788,1.47,0.58
2767,0,1003,640.3,7.059191004,16.07059191,8.589723567,8.667811963,0.76,0.4
2768,0,1893.6,2434.1,2.222587404,10.11051313,3.175711762,6.219958095,1.25,1.14
2769,0,2275.971,1629.7,-0.730195742,15.50592134,0.294532736,6.461311898,1.17,1.92
2770,0,2275.971,2505.9,0.909852748,14.29087354,3.336126741,9.934434734,0.85,4.17
2771,0,2101.3,2093.1,8.67684296,17.10931155,11.55697291,11.89369834,1.02,0.8
2772,0,1400.6,2995.1,1.709458783,5.215184802,2.654335415,3.235284298,1.7,0.9
2773,0,1388.7,2855.8,1.63176693,3.561173752,1.771832761,2.03795784,1.24,1.03
2774,0,941.3,2148,3.538175047,8.226256983,5.563314711,4.813780261,2.92,0.28
2775,0,1231.5,1694,4.905548996,10.05312869,5.283353011,5.224321133,1.29,0.15
2776,0,1012.5,890.7,13.74200067,19.28820029,15.14539127,16.18951387,2.6,0.22
2777,0,1599.8,1305.2,9.301256512,21.74379405,14.36561447,16.17376647,0.73,2.26
2838,0,1854.9,3278.3,1.360461215,4.252203886,1.482475673,2.906994479,1.74,0.8
2839,0,1242.9,1095.8,1.788647563,11.13341851,2.865486403,5.511954736,1.98,0.25
2840,0,641.5,944.6,5.610840567,15.01164514,6.912979039,12.0262545,1.24,3.21
2841,0,751.8,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
2842,0,1738,1549.9,6.516549455,20.25937157,7.148848313,11.57494032,1.43,1.27
2843,0,2275.971,3449.826,1.771103818,8.388828886,2.533461108,5.704635538,0.68,2.69
2844,0,1831.6,1322.1,4.780273807,19.87746767,5.574464867,10.0521897,1.14,2.54
2845,0,944.9,3031.2,1.959619952,8.076009501,3.576141462,2.757983637,1.23,2.02
2846,0,2275.971,3449.826,4.864013431,10.27877928,7.011918862,5.42056324,0.92,1.71
2847,0,2275.971,2493.9,2.730662817,9.543285617,3.660932676,4.438830747,1.14,2.25
2848,0,1117.6,1385.7,4.272208992,12.46301508,4.936133362,9.013494984,1.35,0.4
2849,0,994.9,928.8,7.87037037,15.38544358,10.65891473,12.48923342,1.07,0.06
2850,0,1028.1,1332,13.63475976,23.91891892,18.16058559,17.98798799,2.21,0.11
2851,0,2059,3449.826,5.264468411,10.38066847,7.011918862,7.216219021,0.6,0.12
3472,0,2275.971,3449.826,5.264468411,10.38066847,7.011918862,7.216219021,2.83,0.08
